named,Date,Country,Confirmed,Deaths,Recovered,Active
111,111,2020-01-22,Mexico,0,0.0,0.0,0.0
112,112,2020-01-22,Moldova,0,0.0,0.0,0.0
113,113,2020-01-22,Monaco,0,0.0,0.0,0.0
114,114,2020-01-22,Mongolia,0,0.0,0.0,0.0
115,115,2020-01-22,Montenegro,0,0.0,0.0,0.0
116,116,2020-01-22,Morocco,0,0.0,0.0,0.0
117,117,2020-01-22,Mozambique,0,0.0,0.0,0.0
118,118,2020-01-22,Namibia,0,0.0,0.0,0.0
119,119,2020-01-22,Nepal,0,0.0,0.0,0.0
120,120,2020-01-22,Netherlands,0,0.0,0.0,0.0
121,121,2020-01-22,New Zealand,0,0.0,0.0,0.0
122,122,2020-01-22,Nicaragua,0,0.0,0.0,0.0
123,123,2020-01-22,Niger,0,0.0,0.0,0.0
124,124,2020-01-22,Nigeria,0,0.0,0.0,0.0
125,125,2020-01-22,North Macedonia,0,0.0,0.0,0.0
126,126,2020-01-22,Norway,0,0.0,0.0,0.0
127,127,2020-01-22,Oman,0,0.0,0.0,0.0
128,128,2020-01-22,Pakistan,0,0.0,0.0,0.0
129,129,2020-01-22,Panama,0,0.0,0.0,0.0
130,130,2020-01-22,Papua New Guinea,0,0.0,0.0,0.0
131,131,2020-01-22,Paraguay,0,0.0,0.0,0.0
132,132,2020-01-22,Peru,0,0.0,0.0,0.0
133,133,2020-01-22,Philippines,0,0.0,0.0,0.0
134,134,2020-01-22,Poland,0,0.0,0.0,0.0
135,135,2020-01-22,Portugal,0,0.0,0.0,0.0
136,136,2020-01-22,Qatar,0,0.0,0.0,0.0
137,137,2020-01-22,Romania,0,0.0,0.0,0.0
138,138,2020-01-22,Russia,0,0.0,0.0,0.0
139,139,2020-01-22,Rwanda,0,0.0,0.0,0.0
140,140,2020-01-22,Saint Kitts and Nevis,0,0.0,0.0,0.0
141,141,2020-01-22,Saint Lucia,0,0.0,0.0,0.0
142,142,2020-01-22,Saint Vincent and the Grenadines,0,0.0,0.0,0.0
143,143,2020-01-22,San Marino,0,0.0,0.0,0.0
144,144,2020-01-22,Sao Tome and Principe,0,0.0,0.0,0.0
145,145,2020-01-22,Saudi Arabia,0,0.0,0.0,0.0
146,146,2020-01-22,Senegal,0,0.0,0.0,0.0
147,147,2020-01-22,Serbia,0,0.0,0.0,0.0
148,148,2020-01-22,Seychelles,0,0.0,0.0,0.0
149,149,2020-01-22,Sierra Leone,0,0.0,0.0,0.0
150,150,2020-01-22,Singapore,0,0.0,0.0,0.0
151,151,2020-01-22,Slovakia,0,0.0,0.0,0.0
152,152,2020-01-22,Slovenia,0,0.0,0.0,0.0
153,153,2020-01-22,Somalia,0,0.0,0.0,0.0
154,154,2020-01-22,South Africa,0,0.0,0.0,0.0
155,155,2020-01-22,South Sudan,0,0.0,0.0,0.0
156,156,2020-01-22,Spain,0,0.0,0.0,0.0
157,157,2020-01-22,Sri Lanka,0,0.0,0.0,0.0
158,158,2020-01-22,Sudan,0,0.0,0.0,0.0
159,159,2020-01-22,Suriname,0,0.0,0.0,0.0
160,160,2020-01-22,Sweden,0,0.0,0.0,0.0
161,161,2020-01-22,Switzerland,0,0.0,0.0,0.0
162,162,2020-01-22,Syria,0,0.0,0.0,0.0
163,163,2020-01-22,Taiwan*,1,0.0,0.0,1.0
164,164,2020-01-22,Tajikistan,0,0.0,0.0,0.0
165,165,2020-01-22,Tanzania,0,0.0,0.0,0.0
166,166,2020-01-22,Thailand,2,0.0,0.0,2.0
167,167,2020-01-22,Timor-Leste,0,0.0,0.0,0.0
168,168,2020-01-22,Togo,0,0.0,0.0,0.0
169,169,2020-01-22,Trinidad and Tobago,0,0.0,0.0,0.0
170,170,2020-01-22,Tunisia,0,0.0,0.0,0.0
171,171,2020-01-22,Turkey,0,0.0,0.0,0.0
172,172,2020-01-22,US,1,0.0,0.0,1.0
173,173,2020-01-22,Uganda,0,0.0,0.0,0.0
174,174,2020-01-22,Ukraine,0,0.0,0.0,0.0
175,175,2020-01-22,United Arab Emirates,0,0.0,0.0,0.0
176,176,2020-01-22,United Kingdom,0,0.0,0.0,0.0
177,177,2020-01-22,Uruguay,0,0.0,0.0,0.0
178,178,2020-01-22,Uzbekistan,0,0.0,0.0,0.0
179,179,2020-01-22,Venezuela,0,0.0,0.0,0.0
180,180,2020-01-22,Vietnam,0,0.0,0.0,0.0
181,181,2020-01-22,West Bank and Gaza,0,0.0,0.0,0.0
182,182,2020-01-22,Western Sahara,0,0.0,0.0,0.0
183,183,2020-01-22,Yemen,0,0.0,0.0,0.0
184,184,2020-01-22,Zambia,0,0.0,0.0,0.0
185,185,2020-01-22,Zimbabwe,0,0.0,0.0,0.0
186,186,2020-01-23,Afghanistan,0,0.0,0.0,0.0
187,187,2020-01-23,Albania,0,0.0,0.0,0.0
188,188,2020-01-23,Algeria,0,0.0,0.0,0.0
189,189,2020-01-23,Andorra,0,0.0,0.0,0.0
190,190,2020-01-23,Angola,0,0.0,0.0,0.0
191,191,2020-01-23,Antigua and Barbuda,0,0.0,0.0,0.0
192,192,2020-01-23,Argentina,0,0.0,0.0,0.0
193,193,2020-01-23,Armenia,0,0.0,0.0,0.0
194,194,2020-01-23,Australia,0,0.0,0.0,0.0
195,195,2020-01-23,Austria,0,0.0,0.0,0.0
196,196,2020-01-23,Azerbaijan,0,0.0,0.0,0.0
197,197,2020-01-23,Bahamas,0,0.0,0.0,0.0
198,198,2020-01-23,Bahrain,0,0.0,0.0,0.0
199,199,2020-01-23,Bangladesh,0,0.0,0.0,0.0
200,200,2020-01-23,Barbados,0,0.0,0.0,0.0
201,201,2020-01-23,Belarus,0,0.0,0.0,0.0
202,202,2020-01-23,Belgium,0,0.0,0.0,0.0
203,203,2020-01-23,Belize,0,0.0,0.0,0.0
204,204,2020-01-23,Benin,0,0.0,0.0,0.0
205,205,2020-01-23,Bhutan,0,0.0,0.0,0.0
206,206,2020-01-23,Bolivia,0,0.0,0.0,0.0
207,207,2020-01-23,Bosnia and Herzegovina,0,0.0,0.0,0.0
208,208,2020-01-23,Botswana,0,0.0,0.0,0.0
209,209,2020-01-23,Brazil,0,0.0,0.0,0.0
210,210,2020-01-23,Brunei,0,0.0,0.0,0.0
211,211,2020-01-23,Bulgaria,0,0.0,0.0,0.0
212,212,2020-01-23,Burkina Faso,0,0.0,0.0,0.0
213,213,2020-01-23,Burma,0,0.0,0.0,0.0
214,214,2020-01-23,Burundi,0,0.0,0.0,0.0
215,215,2020-01-23,Cabo Verde,0,0.0,0.0,0.0
216,216,2020-01-23,Cambodia,0,0.0,0.0,0.0
217,217,2020-01-23,Cameroon,0,0.0,0.0,0.0
218,218,2020-01-23,Canada,0,0.0,0.0,0.0
219,219,2020-01-23,Central African Republic,0,0.0,0.0,0.0
220,220,2020-01-23,Chad,0,0.0,0.0,0.0
221,221,2020-01-23,Chile,0,0.0,0.0,0.0
222,222,2020-01-23,China,643,18.0,30.0,595.0
223,223,2020-01-23,Colombia,0,0.0,0.0,0.0
224,224,2020-01-23,Comoros,0,0.0,0.0,0.0
225,225,2020-01-23,Congo (Brazzaville),0,0.0,0.0,0.0
226,226,2020-01-23,Congo (Kinshasa),0,0.0,0.0,0.0
227,227,2020-01-23,Costa Rica,0,0.0,0.0,0.0
228,228,2020-01-23,Cote d'Ivoire,0,0.0,0.0,0.0
229,229,2020-01-23,Croatia,0,0.0,0.0,0.0
230,230,2020-01-23,Cuba,0,0.0,0.0,0.0
231,231,2020-01-23,Cyprus,0,0.0,0.0,0.0
232,232,2020-01-23,Czechia,0,0.0,0.0,0.0
233,233,2020-01-23,Denmark,0,0.0,0.0,0.0
234,234,2020-01-23,Djibouti,0,0.0,0.0,0.0
235,235,2020-01-23,Dominica,0,0.0,0.0,0.0
236,236,2020-01-23,Dominican Republic,0,0.0,0.0,0.0
237,237,2020-01-23,Ecuador,0,0.0,0.0,0.0
238,238,2020-01-23,Egypt,0,0.0,0.0,0.0
239,239,2020-01-23,El Salvador,0,0.0,0.0,0.0
240,240,2020-01-23,Equatorial Guinea,0,0.0,0.0,0.0
241,241,2020-01-23,Eritrea,0,0.0,0.0,0.0
242,242,2020-01-23,Estonia,0,0.0,0.0,0.0
243,243,2020-01-23,Eswatini,0,0.0,0.0,0.0
244,244,2020-01-23,Ethiopia,0,0.0,0.0,0.0
245,245,2020-01-23,Fiji,0,0.0,0.0,0.0
246,246,2020-01-23,Finland,0,0.0,0.0,0.0
247,247,2020-01-23,France,0,0.0,0.0,0.0
248,248,2020-01-23,Gabon,0,0.0,0.0,0.0
249,249,2020-01-23,Gambia,0,0.0,0.0,0.0
250,250,2020-01-23,Georgia,0,0.0,0.0,0.0
251,251,2020-01-23,Germany,0,0.0,0.0,0.0
252,252,2020-01-23,Ghana,0,0.0,0.0,0.0
253,253,2020-01-23,Greece,0,0.0,0.0,0.0
254,254,2020-01-23,Grenada,0,0.0,0.0,0.0
255,255,2020-01-23,Guatemala,0,0.0,0.0,0.0
256,256,2020-01-23,Guinea,0,0.0,0.0,0.0
257,257,2020-01-23,Guinea-Bissau,0,0.0,0.0,0.0
258,258,2020-01-23,Guyana,0,0.0,0.0,0.0
259,259,2020-01-23,Haiti,0,0.0,0.0,0.0
260,260,2020-01-23,Holy See,0,0.0,0.0,0.0
261,261,2020-01-23,Honduras,0,0.0,0.0,0.0
262,262,2020-01-23,Hungary,0,0.0,0.0,0.0
263,263,2020-01-23,Iceland,0,0.0,0.0,0.0
264,264,2020-01-23,India,0,0.0,0.0,0.0
265,265,2020-01-23,Indonesia,0,0.0,0.0,0.0
266,266,2020-01-23,Iran,0,0.0,0.0,0.0
267,267,2020-01-23,Iraq,0,0.0,0.0,0.0
268,268,2020-01-23,Ireland,0,0.0,0.0,0.0
269,269,2020-01-23,Israel,0,0.0,0.0,0.0
270,270,2020-01-23,Italy,0,0.0,0.0,0.0
271,271,2020-01-23,Jamaica,0,0.0,0.0,0.0
272,272,2020-01-23,Japan,2,0.0,0.0,2.0
273,273,2020-01-23,Jordan,0,0.0,0.0,0.0
274,274,2020-01-23,Kazakhstan,0,0.0,0.0,0.0
275,275,2020-01-23,Kenya,0,0.0,0.0,0.0
276,276,2020-01-23,"Korea, South",1,0.0,0.0,1.0
277,277,2020-01-23,Kosovo,0,0.0,0.0,0.0
278,278,2020-01-23,Kuwait,0,0.0,0.0,0.0
279,279,2020-01-23,Kyrgyzstan,0,0.0,0.0,0.0
280,280,2020-01-23,Laos,0,0.0,0.0,0.0
281,281,2020-01-23,Latvia,0,0.0,0.0,0.0
282,282,2020-01-23,Lebanon,0,0.0,0.0,0.0
283,283,2020-01-23,Lesotho,0,0.0,0.0,0.0
284,284,2020-01-23,Liberia,0,0.0,0.0,0.0
285,285,2020-01-23,Libya,0,0.0,0.0,0.0
286,286,2020-01-23,Liechtenstein,0,0.0,0.0,0.0
287,287,2020-01-23,Lithuania,0,0.0,0.0,0.0
288,288,2020-01-23,Luxembourg,0,0.0,0.0,0.0
289,289,2020-01-23,Madagascar,0,0.0,0.0,0.0
290,290,2020-01-23,Malawi,0,0.0,0.0,0.0
291,291,2020-01-23,Malaysia,0,0.0,0.0,0.0
292,292,2020-01-23,Maldives,0,0.0,0.0,0.0
293,293,2020-01-23,Mali,0,0.0,0.0,0.0
294,294,2020-01-23,Malta,0,0.0,0.0,0.0
295,295,2020-01-23,Mauritania,0,0.0,0.0,0.0
296,296,2020-01-23,Mauritius,0,0.0,0.0,0.0
297,297,2020-01-23,Mexico,0,0.0,0.0,0.0
298,298,2020-01-23,Moldova,0,0.0,0.0,0.0
299,299,2020-01-23,Monaco,0,0.0,0.0,0.0
300,300,2020-01-23,Mongolia,0,0.0,0.0,0.0
301,301,2020-01-23,Montenegro,0,0.0,0.0,0.0
302,302,2020-01-23,Morocco,0,0.0,0.0,0.0
303,303,2020-01-23,Mozambique,0,0.0,0.0,0.0
304,304,2020-01-23,Namibia,0,0.0,0.0,0.0
305,305,2020-01-23,Nepal,0,0.0,0.0,0.0
306,306,2020-01-23,Netherlands,0,0.0,0.0,0.0
307,307,2020-01-23,New Zealand,0,0.0,0.0,0.0
308,308,2020-01-23,Nicaragua,0,0.0,0.0,0.0
309,309,2020-01-23,Niger,0,0.0,0.0,0.0
310,310,2020-01-23,Nigeria,0,0.0,0.0,0.0
311,311,2020-01-23,North Macedonia,0,0.0,0.0,0.0
312,312,2020-01-23,Norway,0,0.0,0.0,0.0
313,313,2020-01-23,Oman,0,0.0,0.0,0.0
314,314,2020-01-23,Pakistan,0,0.0,0.0,0.0
315,315,2020-01-23,Panama,0,0.0,0.0,0.0
316,316,2020-01-23,Papua New Guinea,0,0.0,0.0,0.0
317,317,2020-01-23,Paraguay,0,0.0,0.0,0.0
318,318,2020-01-23,Peru,0,0.0,0.0,0.0
319,319,2020-01-23,Philippines,0,0.0,0.0,0.0
320,320,2020-01-23,Poland,0,0.0,0.0,0.0
321,321,2020-01-23,Portugal,0,0.0,0.0,0.0
322,322,2020-01-23,Qatar,0,0.0,0.0,0.0
323,323,2020-01-23,Romania,0,0.0,0.0,0.0
324,324,2020-01-23,Russia,0,0.0,0.0,0.0
325,325,2020-01-23,Rwanda,0,0.0,0.0,0.0
326,326,2020-01-23,Saint Kitts and Nevis,0,0.0,0.0,0.0
327,327,2020-01-23,Saint Lucia,0,0.0,0.0,0.0
328,328,2020-01-23,Saint Vincent and the Grenadines,0,0.0,0.0,0.0
329,329,2020-01-23,San Marino,0,0.0,0.0,0.0
330,330,2020-01-23,Sao Tome and Principe,0,0.0,0.0,0.0
331,331,2020-01-23,Saudi Arabia,0,0.0,0.0,0.0
332,332,2020-01-23,Senegal,0,0.0,0.0,0.0
333,333,2020-01-23,Serbia,0,0.0,0.0,0.0
334,334,2020-01-23,Seychelles,0,0.0,0.0,0.0
335,335,2020-01-23,Sierra Leone,0,0.0,0.0,0.0
336,336,2020-01-23,Singapore,1,0.0,0.0,1.0
337,337,2020-01-23,Slovakia,0,0.0,0.0,0.0
338,338,2020-01-23,Slovenia,0,0.0,0.0,0.0
339,339,2020-01-23,Somalia,0,0.0,0.0,0.0
340,340,2020-01-23,South Africa,0,0.0,0.0,0.0
341,341,2020-01-23,South Sudan,0,0.0,0.0,0.0
342,342,2020-01-23,Spain,0,0.0,0.0,0.0
343,343,2020-01-23,Sri Lanka,0,0.0,0.0,0.0
344,344,2020-01-23,Sudan,0,0.0,0.0,0.0
345,345,2020-01-23,Suriname,0,0.0,0.0,0.0
346,346,2020-01-23,Sweden,0,0.0,0.0,0.0
347,347,2020-01-23,Switzerland,0,0.0,0.0,0.0
348,348,2020-01-23,Syria,0,0.0,0.0,0.0
349,349,2020-01-23,Taiwan*,1,0.0,0.0,1.0
350,350,2020-01-23,Tajikistan,0,0.0,0.0,0.0
351,351,2020-01-23,Tanzania,0,0.0,0.0,0.0
352,352,2020-01-23,Thailand,3,0.0,0.0,3.0
353,353,2020-01-23,Timor-Leste,0,0.0,0.0,0.0
354,354,2020-01-23,Togo,0,0.0,0.0,0.0
355,355,2020-01-23,Trinidad and Tobago,0,0.0,0.0,0.0
356,356,2020-01-23,Tunisia,0,0.0,0.0,0.0
357,357,2020-01-23,Turkey,0,0.0,0.0,0.0
358,358,2020-01-23,US,1,0.0,0.0,1.0
359,359,2020-01-23,Uganda,0,0.0,0.0,0.0
360,360,2020-01-23,Ukraine,0,0.0,0.0,0.0
361,361,2020-01-23,United Arab Emirates,0,0.0,0.0,0.0
362,362,2020-01-23,United Kingdom,0,0.0,0.0,0.0
363,363,2020-01-23,Uruguay,0,0.0,0.0,0.0
364,364,2020-01-23,Uzbekistan,0,0.0,0.0,0.0
365,365,2020-01-23,Venezuela,0,0.0,0.0,0.0
366,366,2020-01-23,Vietnam,2,0.0,0.0,2.0
367,367,2020-01-23,West Bank and Gaza,0,0.0,0.0,0.0
368,368,2020-01-23,Western Sahara,0,0.0,0.0,0.0
369,369,2020-01-23,Yemen,0,0.0,0.0,0.0
370,370,2020-01-23,Zambia,0,0.0,0.0,0.0
371,371,2020-01-23,Zimbabwe,0,0.0,0.0,0.0
372,372,2020-01-24,Afghanistan,0,0.0,0.0,0.0
373,373,2020-01-24,Albania,0,0.0,0.0,0.0
374,374,2020-01-24,Algeria,0,0.0,0.0,0.0
375,375,2020-01-24,Andorra,0,0.0,0.0,0.0
376,376,2020-01-24,Angola,0,0.0,0.0,0.0
377,377,2020-01-24,Antigua and Barbuda,0,0.0,0.0,0.0
378,378,2020-01-24,Argentina,0,0.0,0.0,0.0
379,379,2020-01-24,Armenia,0,0.0,0.0,0.0
380,380,2020-01-24,Australia,0,0.0,0.0,0.0
381,381,2020-01-24,Austria,0,0.0,0.0,0.0
382,382,2020-01-24,Azerbaijan,0,0.0,0.0,0.0
383,383,2020-01-24,Bahamas,0,0.0,0.0,0.0
384,384,2020-01-24,Bahrain,0,0.0,0.0,0.0
385,385,2020-01-24,Bangladesh,0,0.0,0.0,0.0
386,386,2020-01-24,Barbados,0,0.0,0.0,0.0
387,387,2020-01-24,Belarus,0,0.0,0.0,0.0
388,388,2020-01-24,Belgium,0,0.0,0.0,0.0
389,389,2020-01-24,Belize,0,0.0,0.0,0.0
390,390,2020-01-24,Benin,0,0.0,0.0,0.0
391,391,2020-01-24,Bhutan,0,0.0,0.0,0.0
392,392,2020-01-24,Bolivia,0,0.0,0.0,0.0
393,393,2020-01-24,Bosnia and Herzegovina,0,0.0,0.0,0.0
394,394,2020-01-24,Botswana,0,0.0,0.0,0.0
395,395,2020-01-24,Brazil,0,0.0,0.0,0.0
396,396,2020-01-24,Brunei,0,0.0,0.0,0.0
397,397,2020-01-24,Bulgaria,0,0.0,0.0,0.0
398,398,2020-01-24,Burkina Faso,0,0.0,0.0,0.0
399,399,2020-01-24,Burma,0,0.0,0.0,0.0
400,400,2020-01-24,Burundi,0,0.0,0.0,0.0
401,401,2020-01-24,Cabo Verde,0,0.0,0.0,0.0
402,402,2020-01-24,Cambodia,0,0.0,0.0,0.0
403,403,2020-01-24,Cameroon,0,0.0,0.0,0.0
404,404,2020-01-24,Canada,0,0.0,0.0,0.0
405,405,2020-01-24,Central African Republic,0,0.0,0.0,0.0
406,406,2020-01-24,Chad,0,0.0,0.0,0.0
407,407,2020-01-24,Chile,0,0.0,0.0,0.0
408,408,2020-01-24,China,920,26.0,36.0,858.0
409,409,2020-01-24,Colombia,0,0.0,0.0,0.0
410,410,2020-01-24,Comoros,0,0.0,0.0,0.0
411,411,2020-01-24,Congo (Brazzaville),0,0.0,0.0,0.0
412,412,2020-01-24,Congo (Kinshasa),0,0.0,0.0,0.0
413,413,2020-01-24,Costa Rica,0,0.0,0.0,0.0
414,414,2020-01-24,Cote d'Ivoire,0,0.0,0.0,0.0
415,415,2020-01-24,Croatia,0,0.0,0.0,0.0
416,416,2020-01-24,Cuba,0,0.0,0.0,0.0
417,417,2020-01-24,Cyprus,0,0.0,0.0,0.0
418,418,2020-01-24,Czechia,0,0.0,0.0,0.0
419,419,2020-01-24,Denmark,0,0.0,0.0,0.0
420,420,2020-01-24,Djibouti,0,0.0,0.0,0.0
421,421,2020-01-24,Dominica,0,0.0,0.0,0.0
422,422,2020-01-24,Dominican Republic,0,0.0,0.0,0.0
423,423,2020-01-24,Ecuador,0,0.0,0.0,0.0
424,424,2020-01-24,Egypt,0,0.0,0.0,0.0
425,425,2020-01-24,El Salvador,0,0.0,0.0,0.0
426,426,2020-01-24,Equatorial Guinea,0,0.0,0.0,0.0
427,427,2020-01-24,Eritrea,0,0.0,0.0,0.0
428,428,2020-01-24,Estonia,0,0.0,0.0,0.0
429,429,2020-01-24,Eswatini,0,0.0,0.0,0.0
430,430,2020-01-24,Ethiopia,0,0.0,0.0,0.0
431,431,2020-01-24,Fiji,0,0.0,0.0,0.0
432,432,2020-01-24,Finland,0,0.0,0.0,0.0
433,433,2020-01-24,France,2,0.0,0.0,2.0
434,434,2020-01-24,Gabon,0,0.0,0.0,0.0
435,435,2020-01-24,Gambia,0,0.0,0.0,0.0
436,436,2020-01-24,Georgia,0,0.0,0.0,0.0
437,437,2020-01-24,Germany,0,0.0,0.0,0.0
438,438,2020-01-24,Ghana,0,0.0,0.0,0.0
439,439,2020-01-24,Greece,0,0.0,0.0,0.0
440,440,2020-01-24,Grenada,0,0.0,0.0,0.0
441,441,2020-01-24,Guatemala,0,0.0,0.0,0.0
442,442,2020-01-24,Guinea,0,0.0,0.0,0.0
443,443,2020-01-24,Guinea-Bissau,0,0.0,0.0,0.0
444,444,2020-01-24,Guyana,0,0.0,0.0,0.0
445,445,2020-01-24,Haiti,0,0.0,0.0,0.0
446,446,2020-01-24,Holy See,0,0.0,0.0,0.0
447,447,2020-01-24,Honduras,0,0.0,0.0,0.0
448,448,2020-01-24,Hungary,0,0.0,0.0,0.0
449,449,2020-01-24,Iceland,0,0.0,0.0,0.0
450,450,2020-01-24,India,0,0.0,0.0,0.0
451,451,2020-01-24,Indonesia,0,0.0,0.0,0.0
